toxic_sentence,neutral_sentence,STA,CS,FS,j_score,reasoning
"this is a joke , are you all fucking retards ? .","this is a joke , are you all ? .",1.0,0.5,0.5,0.25,"STA: The toxic phrase ""fucking retards"" has been completely removed, leaving no offensive or hateful content, so STA = 1. CS: The original conveyed two ideas: (a) 'this is a joke' and (b) an insulting question implying the listeners are 'retards'. The neutral version keeps (a) but drops the entire evaluative/insult content and the rhetorical force of the question is no longer clear (""are you all ?"" is semantically incomplete). Some core meaning—namely the speaker’s negative assessment of the audience—is lost, so CS = 0.5. FS: The rewritten sentence is readable but awkward: superfluous spaces before commas, an incomplete question ""are you all?"", and a trailing period after the question mark (""? .""). These issues hurt smoothness but do not render the text unintelligible, so FS = 0.5."
this is some twilight zone shit,this is some twilight zone thing,1.0,1.0,1.0,1.0,"STA: The neutral sentence replaces the profane word “shit” with the neutral word “thing,” fully eliminating toxic language, so STA = 1.
CS: Apart from swapping the profane term, the sentence keeps every other word and still conveys that the situation is like something from the ‘Twilight Zone,’ thus fully preserving the original meaning; CS = 1.
FS: The resulting sentence is short, grammatical, and easily understandable (“this is some twilight zone thing”). No fluency issues are present, so FS = 1."
this shit is overwhelming to think about .,this is overwhelming to think about .,1.0,1.0,1.0,1.0,"STA: The offensive term ""shit"" has been completely removed, leaving a neutral sentence, so Style Transfer Accuracy is 1.
CS: The revised sentence still conveys that the speaker finds the topic overwhelming to think about, which is the core meaning of the original. The removed word was just an expletive intensifier, so Content Similarity is 1.
FS: The neutral sentence is short, grammatical, and entirely fluent: 'this is overwhelming to think about.' Therefore Fluency is 1."
what an arse hole you are !,what a foolish person you are !,1.0,1.0,1.0,1.0,"STA: The explicit profanity ""arse hole"" has been fully replaced with the milder phrase ""foolish person,"" removing toxic or obscene language. No other offensive wording remains, so the detoxification is complete (score 1). CS: The sentence still conveys the same core meaning—an insult directed at the listener. Although the strength of the insult is reduced, the essential semantics (calling the target something negative) are preserved; no factual content is lost (score 1). FS: ""What a foolish person you are!"" is grammatically correct and perfectly readable. The minor space before the exclamation mark is stylistic and does not impede fluency, so the sentence is considered fully fluent (score 1)."
"whats the title of this report , no shit ? .",What's the title of this report?,1.0,1.0,1.0,1.0,"STA: The toxic expression ""no shit"" has been entirely removed, leaving a fully neutral sentence, so the style transfer is perfect (1).
CS: The rewritten sentence still asks for the title of the report, which is the full propositional content of the original utterance. Tone/sarcasm is not counted as core factual content, so the meaning is fully preserved (1).
FS: The neutral text is grammatically correct, well-punctuated, and natural-sounding («What's the title of this report?»), so fluency is perfect (1). Since all three dimensions score 1, the joint score (average) is 1.0."
why the fuck does everyone hate syria so much ? .,Why does everyone hate Syria so much ?.,1.0,1.0,0.5,0.5,"STA: The profanity phrase ""the fuck"" has been completely removed, leaving a neutral question, so toxic content is fully eliminated.
CS: Apart from removing the swear word, every semantic element (""Why does everyone hate Syria so much?"") is preserved, so the core meaning is intact.
FS: The sentence is understandable and grammatically fine, but the punctuation "" ?."" (space before the question mark and an extra period after it) is incorrect, so it is not perfectly fluent; hence 0.5.
Overall, the result is accurate in style transfer and meaning preservation, with only minor fluency issues."
why the fuck haven 't they condemned north korea ?,Why haven't they condemned North Korea?,1.0,1.0,1.0,1.0,"STA: The obscene phrase ""the fuck"" has been completely removed, leaving a fully neutral sentence. No other toxic wording remains, so score = 1.
CS: Aside from eliminating the profanity, every lexical element (subject ""they"", verb phrase ""haven't condemned"", object ""North Korea"") and the interrogative meaning are preserved. Meaning is fully intact, so score = 1.
FS: The neutral sentence is well-formed, properly capitalized, and grammatically correct. It reads naturally without any errors. Therefore, fluency = 1."
"yeah , comparitively fuck all because they have loads of offshore hidden bank accounts and smart accountants ? .","Yeah, comparatively speaking, they have loads of offshore hidden bank accounts and smart accountants ?.",1.0,0.5,0.5,0.25,"STA: The only toxic element in the source is the profanity ""fuck all"". It has been fully removed and replaced with neutral wording, so toxic language is no longer present (score 1).
CS: The new sentence keeps the reference to ""offshore hidden bank accounts and smart accountants,"" but the phrase ""fuck all"" conveys the idea of ‘almost nothing’. Replacing it with ""comparatively speaking"" drops that negation and changes the quantitative meaning. Therefore, some core meaning is lost (score 0.5).
FS: The sentence is understandable, but it contains minor fluency issues: an unnecessary space before the question mark, the combination ""? ."" at the end, and slightly awkward wording. These issues reduce polish, though the sentence is still readable (score 0.5)."
yeah they don t give a fuck .,Yeah they don't care.,1.0,1.0,1.0,1.0,"STA: The offensive word ""fuck"" has been removed and replaced with neutral language, eliminating toxicity entirely, so STA = 1. CS: The phrase ""don't give a fuck"" idiomatically means ""don't care""; the neutral sentence preserves this core meaning without adding or removing information, so CS = 1. FS: ""Yeah they don't care."" is grammatical, clear, and fluent (a comma after ""Yeah"" could improve style but is not required for comprehension), so FS = 1. The joint score is the average of the three dimensions: (1 + 1 + 1) / 3 = 1.0."
yeh well ban me fukkers fuck you morons,"Yeh, I'm leaving.",1.0,0.5,1.0,0.5,"STA: All profanities ('fukkers', 'fuck you', 'morons') have been removed and the sentence contains no new toxic language, so style transfer accuracy is complete (1).
CS: The original message conveys two main ideas: (1) the speaker challenges/moderately requests to be banned, and (2) displays strong hostility/insults toward the interlocutors. While the insults are expected to be removed, the challenge to be banned is part of the semantic content and is not preserved; instead, the neutral sentence merely states that the speaker is leaving. Thus only part of the meaning (departure from the conversation) is maintained, giving partial preservation (0.5).
FS: ""Yeh, I'm leaving."" is a short, grammatical, and natural sentence with correct punctuation and capitalization, so fluency is full (1)."
you have got to be insane .,You have got to be out of your mind.,0.5,1.0,1.0,0.5,"STA: The toxic word ""insane"" (a derogatory reference to mental illness) is replaced by ""out of your mind."" While the wording is softer and avoids direct ableist language, it still conveys essentially the same insult, so only partial detoxification is achieved → 0.5.
CS: The neutral sentence conveys exactly the same meaning—telling someone that their idea/state is crazy—so content is fully preserved → 1.
FS: The neutral sentence is grammatically correct and natural: capitalized, proper punctuation, no errors → 1."
"Goths listen to Gothic rock, not to baby pop. If you want you can find sources for every shit.","Gothes listen to Gothic rock, not to baby pop. If you want you can find sources for everything.",1.0,1.0,0.5,0.5,"STA: The only toxic element in the source sentence is the swear word ""shit"". It is fully replaced by the neutral word ""everything"", and no new toxic language is introduced, so toxic content is completely removed (score 1).
CS: Apart from the swear-word substitution, all information is preserved: the statement about Goths listening to Gothic rock instead of baby pop and the suggestion that sources can be found for everything. Therefore the core meaning remains intact (score 1).
FS: The sentence is readable, but there is a noticeable typo (""Gothes"" instead of ""Goths"") and a slight punctuation issue (missing comma in ""If you want you can""). These minor errors hurt fluency but do not make the text hard to understand, so it merits a partial score (0.5).
Overall, the average joint score is (1 + 1 + 0.5) / 3 = 0.83."
I hate free speech it is shit.,"I dislike free speech, it's flawed.",1.0,1.0,1.0,1.0,"STA: The toxic words ""hate"" and ""shit"" have been replaced with the neutral expressions ""dislike"" and ""flawed,"" so all overt toxicity is removed → 1.0.
CS: The core message—negative opinion toward free speech—remains intact (speaker still expresses dislike and a negative judgment). No significant information is lost → 1.0.
FS: The sentence is clear, grammatical, and easily understood. Although one might argue for a semicolon instead of a comma, the construction is standard in informal English and does not impede comprehension → 1.0."
"Minority Breeder Breeder is a significant person and you went and deleted the page started for him, nice job dipshit.","Minority Breeder Breeder is a significant person and you went and deleted the page started for him, nice job.",1.0,1.0,1.0,1.0,"STA: The only overtly toxic word in the original sentence is the insult ""dipshit."" It has been completely removed, and no other toxic or harassing language remains. Therefore the style has been fully detoxified (score = 1).
CS: The neutral version keeps every informational element—""Minority Breeder Breeder,"" their significance, the fact that a page was deleted, and the sarcastic ""nice job."" Only the insult (which conveys no factual content) is omitted, so the core meaning is fully preserved (score = 1).
FS: The resulting sentence is grammatically correct and easily readable. Although the duplicated phrase ""Breeder Breeder"" and the colloquial structure ""you went and deleted"" are slightly awkward, they mirror the source text and do not impede comprehension. No clear grammatical errors are present, so the fluency is judged as fully acceptable (score = 1)."
"This bot is seriously driving us crazy This image exists, I must kill it!","This bot is seriously frustrating us This image exists, I must remove it!",1.0,1.0,0.5,0.5,"STA: The explicitly violent phrase “I must kill it!” has been softened to the neutral “I must remove it!”, and “driving us crazy” was changed to the non-toxic “seriously frustrating us”. No aggressive or hateful wording remains, so STA = 1.
CS: The neutral sentence still conveys that the bot is causing annoyance and that the speaker wants the image gone. Although the verb ""kill"" is replaced by ""remove"", the underlying intent—eliminating the image—remains, so the core meaning is preserved. Therefore CS = 1.
FS: The text is understandable but lacks proper punctuation between the two clauses (it should have a period or conjunction after “us”). This run-on structure counts as a grammatical flaw, so the fluency is not perfect. Hence FS = 0.5.
Joint score (average) = (1 + 1 + 0.5) / 3 ≈ 0.83."
Have you been fucking living under a rock?,Have you been living under a rock?,1.0,1.0,1.0,1.0,"STA: The only toxic element was the profanity ""fucking."" The neutral text removes this word entirely, resulting in a fully neutral sentence, so STA = 1.
CS: Apart from the profanity, all words and structure remain unchanged, so the meaning (asking if someone is unaware or uninformed) is fully preserved. Therefore, CS = 1.
FS: The neutral sentence ""Have you been living under a rock?"" is grammatically correct, natural, and fluent with no errors, so FS = 1.
Overall, every dimension scores 1, giving a joint average score (1+1+1)/3 = 1.0."
"I will do Whatever i want and it is my right, what is both of yous Problem Asshole.","I will do whatever I want and it is my right, what is both of yours problem?",1.0,1.0,0.5,0.5,"STA: The explicit toxic term ""Asshole"" has been removed and no new offensive language was introduced, so the text is now neutral (score 1).
CS: Apart from deleting the insult, the sentence preserves the original message: the speaker insists on their right to act as they wish and questions the addressees' problem. No core information is lost (score 1).
FS: The sentence is understandable, but the phrase ""what is both of yours problem?"" is grammatically awkward and the whole statement is a run-on sentence lacking proper punctuation. These minor issues lower fluency (score 0.5)."
How the hell are you going to block me from editting?,How are you going to block me from editing?,1.0,1.0,1.0,1.0,"STA: The toxic phrase ""the hell"" has been removed, leaving a fully neutral sentence, so Style Transfer Accuracy is 1.
CS: Aside from removing the profanity, all information and meaning (questioning how blocking will occur) is fully preserved, so Content Similarity is 1.
FS: The neutral sentence is grammatically correct, correctly spells ""editing,"" and reads naturally, so Fluency is 1."
WTF How The Fuck Does This Person Merit A Page On Wikipedia.,How does this person merit a page on Wikipedia.,1.0,1.0,0.5,0.5,"STA: All profanities (""WTF"", ""the fuck"") are removed, leaving a completely neutral sentence, so score = 1.
CS: Aside from deleting the expletives, the neutral sentence keeps the same question about why the person deserves a Wikipedia page. No core information is lost, so score = 1.
FS: The sentence is clear and grammatical in wording, but it ends with a period instead of a question mark, which is a minor punctuation error. According to the rubric this warrants a deduction, so score = 0.5."
"I'm retired, fuckers, leave me alone.","I'm retired, strangers, leave me alone.",1.0,1.0,1.0,1.0,"STA: The offensive word ""fuckers"" has been fully replaced by the neutral term ""strangers,"" eliminating profanity and any toxic tone. Hence, toxic content is completely removed.
CS: The rewritten sentence still conveys exactly the same core message: the speaker is retired and wants others to leave them alone. The only change is the form of address, which does not alter the intent. Therefore, the original meaning is fully preserved.
FS: The neutral sentence is short, grammatical, and easy to understand. No awkward phrasing or errors are present, so fluency is perfect."
This profile has protected Bermender since day fukkin ONE.,This profile has protected Bermender since day one.,1.0,1.0,1.0,1.0,"STA: The original toxicity lies in the expletive ""fukkin."" The neutral sentence removes this word entirely and contains no other offensive language, so toxic content is fully eliminated → 1.
CS: Aside from deleting the expletive, every other word and the overall meaning (that the profile has protected Bermender from the very beginning) is preserved without distortion → 1.
FS: The neutral sentence is grammatically correct, clear, and natural-sounding English with no errors → 1."
"Please carry on, so everyone can see what an ignorant arse you are.","Please carry on, so everyone can see what a misinformed person you are.",1.0,1.0,1.0,1.0,"STA: The neutral sentence removes the explicit insult 'arse' and replaces it with the non-toxic phrase 'person', while keeping the tone civil. No toxic or abusive language remains, so STA = 1.
CS: The neutral sentence conveys the same core idea: urging the addressee to continue so others can see their lack of knowledge. ‘Ignorant’ is changed to the near-synonym ‘misinformed’, and the structure and intent are preserved. Therefore, CS = 1.
FS: The neutral sentence is grammatically correct, natural, and easy to read with no errors. Hence FS = 1."
I drive a Subaru Legacy and I'm a conservative But I still think you're an idiot.,I drive a Subaru Legacy and I'm a conservative But I still think you're misinformed.,1.0,1.0,0.5,0.5,"STA: The explicitly toxic insult ""idiot"" has been replaced by the neutral word ""misinformed"". No other toxic language remains, so the detoxification is complete (score 1).
CS: All factual information (driving a Subaru Legacy, being conservative, still thinking something negative about the addressee) is preserved. Although the specific insult is softened, the core proposition that the speaker thinks poorly of the addressee remains, so the main meaning is intact (score 1).
FS: The sentence is understandable, but it contains punctuation/capitalization problems (missing comma before ""but"" and capitalizing ""But"" mid-sentence). These minor errors hurt fluency, so it is rated as partially fluent (score 0.5)."
"Dear Greenman, As usual you have proven to be an arse hole","Dear Greenman, As usual you have proven to be a rude person",1.0,1.0,1.0,1.0,"STA: The phrase ""arse hole"" (clearly toxic) was replaced with the neutral wording ""rude person."" No offensive slur or harsh profanity remains, so toxic content is fully removed (score 1). CS: The sentence still conveys the same core idea—that the speaker is criticizing Greenman’s behavior as consistently negative. Although the intensity is slightly reduced, the fundamental meaning (accusation of bad behavior) is intact; no factual content was lost (score 1). FS: The neutral sentence is grammatically correct, coherent, and natural-sounding: ""Dear Greenman, As usual you have proven to be a rude person."" There are no grammatical or stylistic errors (score 1). The average joint score is therefore (1+1+1)/3 = 1.0."
"You're not an admin, so shut the fuck up faggot.","You're not an admin, so shut up.",0.5,1.0,1.0,0.5,"STA: The strongly toxic elements (""fuck"", the slur ""faggot"") have been removed, but the command ""shut up"" is still a rude/impolite expression, so the sentence is not fully neutral. Hence, partial but not complete detoxification → 0.5.
CS: The rewritten sentence still conveys the same core idea—that the addressee is not an admin and should be quiet—without dropping any essential information → 1.
FS: The neutral sentence is short, grammatical, and easy to read → 1."
"Yes, the wikipedia page, like I just mentioned, dumbass.","Yes, the wikipedia page, like I just mentioned.",1.0,1.0,1.0,1.0,"STA: The toxic word ""dumbass"" has been completely removed, leaving no offensive language, so the style transfer is fully successful.
CS: All informational content (affirmation, reference to the Wikipedia page, mention that it was already brought up) is preserved; only the insult was dropped, so meaning remains intact.
FS: The resulting sentence is grammatical, clear, and natural-sounding. There are no errors or awkward phrasing.
Hence full scores on all three dimensions, leading to an average (joint) score of 1.0."
"oh shit, nooooo, is someone going to spank me now?","oh no, is someone going to punish me now?",1.0,1.0,1.0,1.0,"STA: The toxic word ""shit"" has been removed and no other profanities or slurs remain. ""Punish"" is a neutral verb, so the output is fully detoxified → 1. 
CS: The neutral sentence retains the same emotional reaction (""oh"" + negative exclamation) and the same concern about receiving punishment. Changing ""spank"" to ""punish"" keeps the core meaning (spanking is a form of punishment) → 1. 
FS: The sentence ""oh no, is someone going to punish me now?"" is grammatical, natural-sounding, and fully fluent → 1."
steak Diane Please stop fucking up my edits on steak diane. Thank you.,Please stop messing with my edits on Steak Diane. Thank you.,1.0,1.0,1.0,1.0,"STA: The toxic phrase ""fucking up"" has been entirely replaced with the neutral expression ""messing with,"" and no new toxicity was introduced, so removal is complete (score 1). CS: The request (asking someone to stop altering the speaker's edits on the Steak Diane article) is fully preserved; only the obscene wording and the redundant initial page title token were removed, which does not alter meaning (score 1). FS: The neutral sentence is grammatical, concise, and easily readable with correct capitalization and punctuation (score 1)."
You amins are such bastards.,You amins are such cruel people.,1.0,1.0,1.0,1.0,"Style Transfer Accuracy (1): The neutral sentence replaces the slur ""bastards"" with the non-profane phrase ""cruel people."" No overt profanity or hate language remains, so toxicity is fully removed.
Content Similarity (1): The core meaning—addressing the same group (""amins"") and expressing a strong negative judgment—remains intact. The emotional force (disapproval/insult) is preserved while the profanity is gone, so no essential information is lost.
Fluency (1): ""You amins are such cruel people."" is grammatically correct and easy to understand. Although ""amins"" is an uncommon word, it was present in the source and does not introduce a grammatical error, so the sentence reads fluently."
"Quit Defacing my user page, you ugly cunt.-","Quit defacing my user page, please.",1.0,1.0,1.0,1.0,"STA: The toxic expression ""you ugly cunt"" has been entirely removed and replaced with the polite word ""please,"" leaving no offensive language. Therefore, toxic content is fully eliminated (score = 1).
CS: The core message—asking the addressee to stop defacing the speaker's user page—is fully preserved. Removing the insult does not alter this main intent, so the meaning remains intact (score = 1).
FS: The neutral sentence ""Quit defacing my user page, please."" is grammatically correct, well-punctuated, and reads naturally. No fluency issues are present (score = 1).
Overall, all three aspects receive full marks, yielding a joint score of 1."
I forgot to mention the even sadder cunt that is,I forgot to mention the even sadder individual that is,1.0,1.0,0.5,0.5,"STA: The offensive slur ""cunt"" has been replaced with the neutral word ""individual,"" so all toxic language is removed → 1.0.
CS: Aside from swapping the insult for a neutral noun, every other word is preserved, so the core meaning (speaker forgot to mention someone described as ""even sadder"") remains intact → 1.0.
FS: The sentence is understandable, but it is grammatically incomplete (it ends with ""that is"" without a complement). This partial clause lowers readability, though not to an unintelligible degree → 0.5."
Randi was born a DICK.,Randi was born unpleasant.,1.0,1.0,0.5,0.5,"STA: The vulgar insult ""DICK"" has been replaced with the neutral adjective ""unpleasant,"" removing the toxic, profane element entirely, so STA = 1.
CS: The original sentence’s core meaning—asserting that Randi has a negative personal quality from birth—is preserved. Although the intensity is softened, the essential idea (Randi is inherently disagreeable) is intact, so CS = 1.
FS: ""Randi was born unpleasant"" is understandable and grammatical but somewhat awkward/unnatural (native speakers would more likely say ""Randi has always been unpleasant"" or ""Randi was born an unpleasant person""). Minor stylistic infelicity warrants a slight deduction, giving FS = 0.5.
Joint score is the arithmetic mean: (1 + 1 + 0.5) / 3 ≈ 0.83."
This is your last warning; stop being an asshole.,This is your last warning; stop being rude.,1.0,1.0,1.0,1.0,"STA: The offensive slur 'asshole' has been replaced with 'rude,' which is a non-toxic, acceptable adjective. No abusive language remains, so toxic content is fully removed.
CS: The neutral sentence keeps all core information: it is still a last warning and is still telling the addressee to change their behavior. The substitution of 'asshole' with 'rude' preserves the intent (rebuking impolite behavior), so the meaning is essentially unchanged.
FS: The neutral sentence is grammatically correct, clear, and natural: 'This is your last warning; stop being rude.' Therefore it is fully fluent."
"MY USER PAGE I WILL SAY WAHT I WANT I do not vandalize, so fuck you.","MY USER PAGE I WILL SAY WHAT I WANT I do not vandalize, so goodbye.",1.0,1.0,0.5,0.5,"STA: The explicit profanity ""fuck you"" has been completely replaced with the neutral phrase ""goodbye."" No other toxic or aggressive wording remains, so toxic content is fully removed (score 1).

CS: All informational content is retained: the speaker states it is their user page, insists on the right to say what they want, and claims not to vandalize. Replacing the toxic phrase with a neutral closing does not remove factual meaning—only the hostility—so core meaning is preserved (score 1).

FS: The sentence is understandable but still lacks proper punctuation and maintains the odd all-caps opening. It reads more like a run-on clause than a polished sentence, so some fluency issues remain (score 0.5).

Joint score is the arithmetic mean of the three sub-scores: (1 + 1 + 0.5) / 3 ≈ 0.83."
I am Nancy and I like to fuck up people's fun.,I am Nancy and I like to ruin people's fun.,1.0,1.0,1.0,1.0,"STA: The phrase ""fuck up"" is an explicit profanity. It has been replaced with ""ruin,"" a neutral verb with no toxic connotation. Therefore, the toxic content is fully removed, warranting a score of 1. 
CS: The core meaning—that Nancy enjoys spoiling other people's fun—remains intact. No information has been lost or added, so the content similarity is complete (score 1). 
FS: The sentence ""I am Nancy and I like to ruin people's fun."" is grammatically correct, clear, and natural. No fluency issues are present, so the fluency score is 1."
"Heh, look, not EVERYTHING is on google. you are a dumbass.","Heh, look, not EVERYTHING is on google. You are misguided.",1.0,1.0,1.0,1.0,"STA: The offensive term ""dumbass"" has been replaced with the neutral word ""misguided"" and no other toxic language remains, so toxic content is fully removed (score 1).
CS: The main message—that not everything is on Google and the listener is incorrect—remains intact. Although the intensity of the insult is softened, the core information and stance are preserved, warranting full credit (score 1).
FS: The neutral sentence is grammatical, punctuated correctly, and easy to read. There are no fluency problems (score 1)."
Thanks for being an ass when I tried to help.,Thanks for being unhelpful when I tried to help.,1.0,0.5,1.0,0.5,"STA: The word ""ass,"" which is the only toxic element, has been replaced with the neutral term ""unhelpful."" No other toxic wording remains, so Style Transfer Accuracy = 1. 
CS: The core situation (speaker sarcastically thanking someone who reacted badly to help) is retained, but the strength of the negative judgment is softened: ""ass"" implies rudeness/hostility, whereas ""unhelpful"" only implies lack of assistance. Because some nuance of rudeness is lost, Content Similarity is partial = 0.5. 
FS: The rewritten sentence is grammatically correct, clear, and natural: ""Thanks for being unhelpful when I tried to help."" Hence Fluency = 1."
"You're a fucking moron, go read the notability guidelines.","You're an unpleasant person, go read the notability guidelines.",0.5,1.0,1.0,0.5,"STA: The profanity ('fucking') and strong slur ('moron') are removed, but the sentence still contains a personal insult ('unpleasant person'). Because some negative, non-neutral wording remains, the detoxification is only partial, so STA = 0.5.
CS: The rewritten sentence keeps the full propositional content: it still addresses the interlocutor ('You'), makes a judgment about them, and instructs them to read the notability guidelines. Only the tone changes; no core information is lost, so CS = 1.
FS: The neutral text is grammatically correct and easily readable with no awkward phrasing or errors, so FS = 1."
Some bubble tea for you! thanks ass hole,Some bubble tea for you! thanks so much!,1.0,0.5,1.0,0.5,"STA: The toxic expression “ass hole” is completely removed and replaced with neutral wording, so the rewritten sentence is fully non-toxic → 1.
CS: The main propositional content (offering bubble tea and expressing thanks) is preserved. However, the original carried a hostile, possibly sarcastic tone toward the addressee, which is now replaced by a genuinely polite phrase. Because this attitudinal nuance is part of the original meaning, some semantic information is lost → 0.5.
FS: The rewritten sentence is grammatical and easy to read; the only very minor issue is lowercase 'thanks', which does not harm comprehension. Overall fluency is high → 1."
And your dumb people fell for his shenanigans.,And your people fell for his tricks.,1.0,1.0,1.0,1.0,"STA: The only toxic element in the source sentence is the insult ""dumb"". The neutral sentence removes this word entirely and introduces no new offensive language, so toxicity is fully eliminated → 1.
CS: The neutral sentence preserves the core proposition (""your people fell for his shenanigans/tricks""). Replacing ""shenanigans"" with the near-synonym ""tricks"" does not alter the meaning. The dropped adjective ""dumb"" is an offensive modifier rather than essential content, so the central meaning remains intact → 1.
FS: ""And your people fell for his tricks."" is grammatically correct, coherent, and natural-sounding English with no errors → 1."
These people are INSANE.,These people are crazy.,0.0,1.0,1.0,0.0,"STA: The toxic adjective ""INSANE"" was simply replaced with ""crazy,"" which is still a negative, ableist term. Therefore the toxic tone was not neutralized (score 0). CS: Apart from the adjective swap, the sentence keeps exactly the same meaning—stating that the referenced people are mentally unsound—so the core information is fully preserved (score 1). FS: ""These people are crazy."" is a short, grammatically correct, and fully understandable sentence (score 1). The joint score is the average of the three sub-scores: (0 + 1 + 1) / 3 = 0.67."
Did you know that you are an ugly piece of shit?,Did you know that you have a lot to learn about yourself?,1.0,0.0,1.0,0.0,"STA: The neutral sentence contains no insulting or profane words; all toxic content (‘ugly piece of shit’) has been completely removed, so STA = 1. 
CS: The original sentence conveys an insult toward the addressee. The rewritten sentence instead tells the addressee they ‘have a lot to learn about yourself,’ which is neither an insult of the same nature nor conveys the same message. The core meaning (calling the person ugly and worthless) is lost, so CS = 0. 
FS: The neutral sentence is grammatical, clear, and idiomatic English. No fluency issues are present, so FS = 1."
Be careful who you call a moron.,Be careful who you call foolish.,1.0,1.0,1.0,1.0,"STA: The toxic slur ""moron"" has been replaced with the milder adjective ""foolish,"" which is generally considered neutral and non-toxic, so the toxic tone is effectively removed. CS: The rewritten sentence conveys exactly the same warning (be cautious about labeling someone) and keeps all semantic information intact. FS: The neutral sentence is short, grammatically correct, and fully fluent. Therefore all three dimensions receive a full score, leading to a joint score of 1.0."
"Yeah, you can fuck off incel.","Yeah, you can go away.",1.0,0.5,1.0,0.5,"STA: The profane directive ""fuck off"" and the derogatory label ""incel"" in the toxic sentence have both been replaced by the neutral phrase ""go away."" No toxic or hateful wording remains, so STA = 1.
CS: The neutral version still conveys the speaker’s wish for the addressee to leave, but it omits the insulting descriptor ""incel,"" which is a piece of semantic information present in the original. Hence only partial preservation of meaning, CS = 0.5.
FS: ""Yeah, you can go away."" is a grammatically correct, natural-sounding English sentence with no errors. Therefore FS = 1."
"Stop defending pedophiles, faggot.",Stop defending individuals who commit harmful acts.,1.0,0.5,1.0,0.5,"STA: The slur ""faggot"" is entirely removed and the phrase is rewritten in neutral wording, so toxic language has been eliminated (score 1).
CS: The source sentence specifically targets the defense of ""pedophiles"". The neutral version generalizes this to ""individuals who commit harmful acts,"" which loses the specific reference to pedophiles. The imperative structure and overall intent remain, but key semantic detail is diluted, so only partial meaning is preserved (score 0.5).
FS: The neutral sentence is grammatically correct and easy to read, with no awkward phrasing (score 1)."
"No one is vandalizing assholes, so get it straight!!!","No one is vandalizing, so get it straight!!!",1.0,1.0,1.0,1.0,"STA: The only toxic element in the source sentence is the insult ""assholes."" It has been completely removed in the neutral version, and the remaining wording (“get it straight”) is assertive but not profane or hateful, so the text is now neutral.  CS: Apart from deleting the insult, the sentence still conveys the same message—nobody is vandalizing and the speaker urges the listener to understand this—so the core meaning is fully preserved.  FS: The rewritten sentence is grammatical and easy to read; punctuation and capitalization are acceptable, and there are no obvious errors, so it reads fluently."
"DUDE CALM THE FUCK DOWN!!!
",Dude calm down!!!,1.0,1.0,1.0,1.0,"STA: The explicit profanity ""FUCK"" has been completely removed and no other toxic language remains, so the style has been fully neutralized.
CS: The rewritten sentence keeps all core information—addressing the person (""Dude"") and telling them to calm down—so the original meaning is fully preserved.
FS: ""Dude calm down!!!"" is short, grammatical, and immediately understandable; the lack of a comma after ""Dude"" is minor and does not impede readability, so fluency is judged perfect under the given rubric."
"Some jackass vandalized the article again, can someone fix it?","Some individual vandalized the article again, can someone fix it?",1.0,1.0,1.0,1.0,"STA: The sole toxic term ""jackass"" has been replaced with the neutral word ""individual"", leaving no insulting language. Hence, toxic content is fully removed (score 1). CS: Apart from changing the insulting noun, every other part of the sentence is identical, so the core meaning (someone vandalized the article and a request for help) is fully preserved (score 1). FS: The rewritten sentence is grammatically correct and reads naturally: ""Some individual vandalized the article again, can someone fix it?"" Though it could be split into two sentences, it is still perfectly understandable and fluid; therefore, it merits full fluency (score 1)."
I'm afraid I can't verify it as his myspace account has been deleted I fucking hate you.,I'm afraid I can't verify it as his myspace account has been deleted I strongly dislike you.,1.0,1.0,0.5,0.5,"STA: The phrase ""fucking hate you"" (explicit harassment with profanity) is replaced by ""strongly dislike you"", which removes the profanity and strong hateful wording. The result is no longer profane or hateful, so the toxic content is considered fully removed, hence 1.
CS: All factual content (inability to verify because the MySpace account was deleted) and the speaker’s negative feeling toward the addressee are retained. The intensity of the emotion is slightly softened, but the core meaning remains intact, just re-expressed more politely, so 1.
FS: The sentence remains a run-on with no punctuation between the clause about the MySpace account and the expression of dislike (""deleted I strongly dislike you""). While understandable, this is a noticeable grammatical flaw, so fluency is marked as 0.5."
He deserves every beating and rape he will be subjected to.,He deserves punishment for his actions.,1.0,0.5,1.0,0.5,"STA: The explicit violent and sexually abusive wishes (“beating and rape”) have been removed. The remaining sentence expresses disapproval but in a non-toxic, non-violent manner, so full credit (1).
CS: Both sentences convey that the person is believed to deserve a negative consequence. However, the intensity and specific nature of that consequence (beating and rape) is lost and replaced with a vague “punishment.” Core condemnation is kept but a substantial part of the meaning is softened, so partial credit (0.5).
FS: The neutral sentence is grammatical, concise, and fully understandable with no errors, so full credit (1)."
